FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_777,5180648,POINT (16.41752157080404 48.18552179856225),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_778,5180649,POINT (16.511019410035093 48.22636020365857),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_779,5180650,POINT (16.387337124497673 48.246707748611705),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_77a,5180651,POINT (16.397306135912647 48.23821003025212),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_77b,5180652,POINT (16.360735558126184 48.20206331377069),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_77c,5180653,POINT (16.317071725735154 48.15039134205573),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_77d,5180654,POINT (16.35827849128498 48.19166315282024),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_77e,5180655,POINT (16.33744810924097 48.190507042017316),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_77f,5180656,POINT (16.42096345694855 48.20988681757876),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_780,5180657,POINT (16.337013721874055 48.19317724168267),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_781,5180658,POINT (16.37108319831632 48.20521059082136),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_782,5180659,POINT (16.358195803553546 48.20983644275325),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_783,5180367,POINT (16.310253281129686 48.12272096252675),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_784,5180368,POINT (16.332463960348683 48.190234991407664),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_785,5180369,POINT (16.347960207392095 48.15836558453664),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_786,5180370,POINT (16.336610256589648 48.21391046974797),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_787,5180371,POINT (16.33637624958327 48.21283734187894),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_788,5180372,POINT (16.33660288655516 48.21351082237283),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_789,5180373,POINT (16.36852595958796 48.232129579275934),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_78a,5180374,POINT (16.368660637778174 48.231687475273304),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_78b,5180375,POINT (16.400887838903532 48.26188093303703),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_78c,5180376,POINT (16.37619811062807 48.17655488312568),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_78d,5180377,POINT (16.37638570241866 48.17694749320844),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_78e,5180378,POINT (16.329863207896803 48.18149689060827),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_78f,5180379,POINT (16.378601442309364 48.207209592517174),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_790,5180380,POINT (16.404894318788788 48.219480623326504),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_791,5180381,POINT (16.391369116467228 48.20926408236117),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_792,5180382,POINT (16.363486136864235 48.191115222376595),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_793,5180383,POINT (16.358326022974566 48.20065482244331),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_794,5180384,POINT (16.34912653671702 48.19802184963224),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_795,5180385,POINT (16.25542680011075 48.17852208385892),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_796,5180386,POINT (16.26772299559618 48.1508279000554),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_797,5180387,POINT (16.377380983844155 48.217406233004716),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_798,5180388,POINT (16.40210272138251 48.221683680841494),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_799,5180389,POINT (16.39021371460667 48.20304349372355),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_79a,5180390,POINT (16.391018319961713 48.20249182325987),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_79b,5180391,POINT (16.36042099432667 48.197243258301995),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_79c,5180392,POINT (16.363515618573437 48.19857714875676),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_79d,5180393,POINT (16.36229482011108 48.197889826984955),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_79e,5180394,POINT (16.364822227980927 48.199262174253334),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_79f,5180395,POINT (16.33279872864742 48.180279919150074),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7a0,5180396,POINT (16.33310518353029 48.18095420580663),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7a1,5180397,POINT (16.326515185708672 48.19102559517609),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7a2,5180398,POINT (16.335905072586495 48.210496611228),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7a3,5180399,POINT (16.34162411192442 48.24262127331233),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7a4,5180400,POINT (16.34461038743917 48.225674891383306),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7a5,5180401,POINT (16.336601741224182 48.27519482864341),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7a6,5180402,POINT (16.334253548028205 48.22131858167767),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7a7,5180403,POINT (16.36339927796041 48.21286668455832),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7a8,5180404,POINT (16.37764620525959 48.173975467266935),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7a9,5180405,POINT (16.334906460104524 48.21915489822968),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7aa,5180406,POINT (16.33574879351764 48.20973743145106),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7ab,5180407,POINT (16.418916093984876 48.231618173627865),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7ac,5180408,POINT (16.319408269268198 48.24553204177253),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7ad,5180409,POINT (16.323800031854653 48.25076342500198),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7ae,5180410,POINT (16.33624694155097 48.21181604174803),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7af,5180411,POINT (16.335065648146603 48.213844138670694),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7b0,5180412,POINT (16.468439957748725 48.1941576085971),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7b1,5180413,POINT (16.37136810236696 48.214468474143644),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7b2,5180414,POINT (16.361280740799078 48.216835991900886),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7b3,5180415,POINT (16.327335083449945 48.21011111407408),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7b4,5180416,POINT (16.310253281129686 48.12272096252675),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7b5,5180417,POINT (16.332463960348683 48.190234991407664),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7b6,5180418,POINT (16.347960207392095 48.15836558453664),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7b7,5180419,POINT (16.336610256589648 48.21391046974797),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7b8,5180420,POINT (16.33637624958327 48.21283734187894),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7b9,5180421,POINT (16.33660288655516 48.21351082237283),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7ba,5180422,POINT (16.36852595958796 48.232129579275934),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7bb,5180423,POINT (16.368660637778174 48.231687475273304),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7bc,5180424,POINT (16.400887838903532 48.26188093303703),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7bd,5180425,POINT (16.37619811062807 48.17655488312568),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7be,5180426,POINT (16.37638570241866 48.17694749320844),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7bf,5180427,POINT (16.329863207896803 48.18149689060827),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7c0,5180428,POINT (16.5032468133889 48.225784688862596),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7c1,5180429,POINT (16.501273268176742 48.22642307889998),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7c2,5180430,POINT (16.456442988640877 48.152473143431635),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7c3,5180431,POINT (16.353580562672374 48.226885686058885),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7c4,5180432,POINT (16.371017671782443 48.226671206285594),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7c5,5180433,POINT (16.37098902169699 48.226434697892635),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7c6,5180434,POINT (16.301870795862115 48.18326336766059),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7c7,5180435,POINT (16.301816087426353 48.183269300393135),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7c8,5180436,POINT (16.371533527946255 48.22973142652645),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7c9,5180437,POINT (16.36033296834653 48.20728995574668),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7ca,5180438,POINT (16.362367118389393 48.20823718312872),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7cb,5180439,POINT (16.351277608997076 48.19532724878491),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7cc,5180440,POINT (16.306016778454648 48.19567350519138),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7cd,5180441,POINT (16.400691530672027 48.25963218706704),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7ce,5180442,POINT (16.32236191245228 48.22103566908808),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7cf,5180443,POINT (16.399547377649192 48.19760302776211),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7d0,5180444,POINT (16.361810461028636 48.22413178592884),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7d1,5180445,POINT (16.38052662559888 48.16820805496235),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7d2,5180446,POINT (16.3374486162074 48.22142251034639),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7d3,5180447,POINT (16.38345938279691 48.149544453020006),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7d4,5180448,POINT (16.297475912153473 48.2538335338432),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7d5,5180449,POINT (16.2851238925815 48.214379252545946),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7d6,5180450,POINT (16.391265359113966 48.19326153798317),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7d7,5180451,POINT (16.356492086371777 48.18845685795657),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7d8,5180452,POINT (16.390128172654716 48.23236182796876),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7d9,5180453,POINT (16.330372532956215 48.189359033591316),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7da,5180454,POINT (16.219305066997173 48.20433929774037),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7db,5180455,POINT (16.3728892262134 48.2342400705177),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7dc,5180456,POINT (16.31787510724381 48.220060543365776),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7dd,5180457,POINT (16.29064094047093 48.22310106306185),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7de,5180458,POINT (16.358433006914268 48.2006572981749),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7df,5180459,POINT (16.338517703394935 48.20958806203751),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7e0,5180460,POINT (16.315279708807008 48.212049352244954),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7e1,5180461,POINT (16.380409951955134 48.212537655380494),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7e2,5180462,POINT (16.393372436411465 48.224339404574),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7e3,5180463,POINT (16.392682894184265 48.22631680946894),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7e4,5180464,POINT (16.39214119432049 48.22823593387376),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7e5,5180465,POINT (16.285876518793334 48.13385164758553),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7e6,5180466,POINT (16.377083630641287 48.23766170660427),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7e7,5180467,POINT (16.40375157179082 48.19840950278533),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7e8,5180468,POINT (16.313517386291732 48.194177474922796),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7e9,5180469,POINT (16.30298465960331 48.22943476268216),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7ea,5180470,POINT (16.41181808835198 48.218115536369346),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7eb,5180471,POINT (16.38161186791795 48.182766479970454),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7ec,5180472,POINT (16.307195244661376 48.199204332727675),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7ed,5180473,POINT (16.315695251158797 48.213305772440805),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7ee,5180474,POINT (16.325423734485785 48.197669110004135),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7ef,5180475,POINT (16.313835580004124 48.21227472092666),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7f0,5180476,POINT (16.368451443553734 48.1925636138488),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7f1,5180477,POINT (16.344900994934257 48.19921375156715),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7f2,5180478,POINT (16.39983450019164 48.27819357778196),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7f3,5180479,POINT (16.414138109061366 48.225031621849496),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7f4,5180480,POINT (16.333345666714372 48.21434714570138),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7f5,5180481,POINT (16.39465025642723 48.300158983805396),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7f6,5180482,POINT (16.265768457637247 48.22128213902437),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7f7,5180483,POINT (16.46265659359066 48.17694373771559),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7f8,5180484,POINT (16.33890229158693 48.201601112741415),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7f9,5180485,POINT (16.399729741821233 48.25795868189374),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7fa,5180486,POINT (16.403535287174055 48.19801536835647),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7fb,5180487,POINT (16.290212326261088 48.191014731001474),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7fc,5180488,POINT (16.31171976979196 48.203064199100154),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7fd,5180489,POINT (16.3197668493662 48.149075730923606),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7fe,5180490,POINT (16.34297285764215 48.19360761473104),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_7ff,5180491,POINT (16.40095166278924 48.190701337997616),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_800,5180492,POINT (16.350717148129007 48.1822383663684),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_801,5180493,POINT (16.309080643752885 48.20321828045005),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_802,5180494,POINT (16.341493992630806 48.18387740424087),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_803,5180495,POINT (16.355098668617003 48.24030129509789),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_804,5180496,POINT (16.34133692977655 48.19600780448106),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_805,5180497,POINT (16.34097648654353 48.19585260421266),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_806,5180498,POINT (16.285372614956135 48.16694939627521),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_807,5180499,POINT (16.362477537636607 48.20507623776766),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_808,5180500,POINT (16.533030814338755 48.21993649880239),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_809,5180501,POINT (16.320495413802853 48.24100755640872),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_80a,5180502,POINT (16.45834469283992 48.17818667595332),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_80b,5180503,POINT (16.412653158962218 48.22570928522323),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_80c,5180504,POINT (16.497259495149105 48.15937363475031),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_80d,5180505,POINT (16.37184053484107 48.20710561815634),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_80e,5180506,POINT (16.320969786936825 48.264085300401696),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_80f,5180507,POINT (16.429238816151795 48.21764504733538),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_810,5180508,POINT (16.327476010092912 48.21340524785452),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_811,5180509,POINT (16.314729558187103 48.26253608840133),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_812,5180510,POINT (16.38688036343912 48.22264628986513),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_813,5180511,POINT (16.37978485706987 48.21575579960742),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_814,5180512,POINT (16.349813056019535 48.206306805543896),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_815,5180513,POINT (16.4124838438441 48.24846450300123),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_816,5180514,POINT (16.381317775780644 48.175214488488045),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_817,5180515,POINT (16.331519879928575 48.19311578946281),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_818,5180516,POINT (16.276847294473068 48.17300611615536),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_819,5180517,POINT (16.32999196720437 48.17886770050283),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_81a,5180518,POINT (16.378038477296776 48.21698707884805),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_81b,5180519,POINT (16.438722559924194 48.19296240959286),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_81c,5180520,POINT (16.24792645772263 48.219932313534706),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_81d,5180521,POINT (16.31234337514472 48.21212481161439),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_81e,5180522,POINT (16.28769616166106 48.18569660938212),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_81f,5180523,POINT (16.398584053604587 48.21394052478202),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_820,5180524,POINT (16.41390692988729 48.22893151795836),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_821,5180525,POINT (16.39867264867809 48.241604104497654),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_822,5180526,POINT (16.36698014484801 48.263905055252465),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_823,5180527,POINT (16.3683880080956 48.260409952252964),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_824,5180528,POINT (16.447649340724414 48.195286827969475),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_825,5180529,POINT (16.479625542638868 48.16752624528442),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_826,5180530,POINT (16.277890038767172 48.21537199384166),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_827,5180531,POINT (16.447441668909384 48.28768708548949),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_828,5180532,POINT (16.44513793169481 48.28692290570232),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_829,5180533,POINT (16.42196108394896 48.289140367058586),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_82a,5180534,POINT (16.360033201502475 48.20132851038218),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_82b,5180535,POINT (16.34475909794775 48.287146417682465),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_82c,5180536,POINT (16.38864855753832 48.28521634440876),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_82d,5180537,POINT (16.400638226166063 48.16614047950879),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_82e,5180538,POINT (16.411315410825154 48.19717548413324),Auslaufbrunnen mit Tränke,17,
